,Water Temp.Bottom@OLYM-263,Water Temp.Bottom@OLYM-263,Water Temp.Bottom@OLYM-263,Water Temp.Bottom@OLYM-263
09/05/2005 08:07:40,9.68,,,1
09/05/2005 09:07:40,9.68,,,1
09/05/2005 10:07:40,9.68,,,1
09/05/2005 11:07:40,9.96,,,1
09/05/2005 12:07:40,9.96,,,1
09/05/2005 13:07:40,9.96,,,1
09/05/2005 14:07:40,9.96,,,1
09/05/2005 15:07:40,9.96,,,1
09/05/2005 16:07:40,9.96,,,1
09/05/2005 17:07:40,9.96,,,1
09/05/2005 18:07:40,9.96,,,1
09/05/2005 19:07:40,9.96,,,1
09/05/2005 20:07:40,9.96,,,1
09/05/2005 21:07:40,9.96,,,1
09/05/2005 22:07:40,9.96,,,1
09/05/2005 23:07:40,9.96,,,1
09/06/2005 00:07:40,9.96,,,1
09/06/2005 01:07:40,9.96,,,1
09/06/2005 02:07:40,9.96,,,1
09/06/2005 03:07:40,9.68,,,1
09/06/2005 04:07:40,9.68,,,1
09/06/2005 05:07:40,9.68,,,1
09/06/2005 06:07:40,9.68,,,1
09/06/2005 07:07:40,9.68,,,1
09/06/2005 08:07:40,9.68,,,1
09/06/2005 09:07:40,9.68,,,1
09/06/2005 10:07:40,9.96,,,1
09/06/2005 11:07:40,9.96,,,1
09/06/2005 12:07:40,9.96,,,1
09/06/2005 13:07:40,9.96,,,1
09/06/2005 14:07:40,9.96,,,1
09/06/2005 15:07:40,9.96,,,1
09/06/2005 16:07:40,9.96,,,1
09/06/2005 17:07:40,9.96,,,1
09/06/2005 18:07:40,9.96,,,1
09/06/2005 19:07:40,9.96,,,1
09/06/2005 20:07:40,9.96,,,1
09/06/2005 21:07:40,9.96,,,1
09/06/2005 22:07:40,9.96,,,1
09/06/2005 23:07:40,9.96,,,1
09/07/2005 00:07:40,9.96,,,1
09/07/2005 01:07:40,9.96,,,1
09/07/2005 02:07:40,9.96,,,1
09/07/2005 03:07:40,9.96,,,1
09/07/2005 04:07:40,9.68,,,1
09/07/2005 05:07:40,9.68,,,1
09/07/2005 06:07:40,9.68,,,1
09/07/2005 07:07:40,9.68,,,1
09/07/2005 08:07:40,9.68,,,1
09/07/2005 09:07:40,9.68,,,1
09/07/2005 10:07:40,9.96,,,1
09/07/2005 11:07:40,9.96,,,1
09/07/2005 12:07:40,10.25,,,1
09/07/2005 13:07:40,9.96,,,1
09/07/2005 14:07:40,10.25,,,1
09/07/2005 15:07:40,10.25,,,1
09/07/2005 16:07:40,9.96,,,1
09/07/2005 17:07:40,10.25,,,1
09/07/2005 18:07:40,10.25,,,1
09/07/2005 19:07:40,10.25,,,1
09/07/2005 20:07:40,10.25,,,1
09/07/2005 21:07:40,10.25,,,1
09/07/2005 22:07:40,9.96,,,1
09/07/2005 23:07:40,9.96,,,1
09/08/2005 00:07:40,10.25,,,1
09/08/2005 01:07:40,9.96,,,1
09/08/2005 02:07:40,9.96,,,1
09/08/2005 03:07:40,9.96,,,1
09/08/2005 04:07:40,9.96,,,1
09/08/2005 05:07:40,9.96,,,1
09/08/2005 06:07:40,9.96,,,1
09/08/2005 07:07:40,9.96,,,1
09/08/2005 08:07:40,9.96,,,1
09/08/2005 09:07:40,9.96,,,1
09/08/2005 10:07:40,10.25,,,1
09/08/2005 11:07:40,10.25,,,1
09/08/2005 12:07:40,10.25,,,1
09/08/2005 13:07:40,10.25,,,1
09/08/2005 14:07:40,10.54,,,1
09/08/2005 15:07:40,10.25,,,1
09/08/2005 16:07:40,10.25,,,1
09/08/2005 17:07:40,10.25,,,1
09/08/2005 18:07:40,10.25,,,1
09/08/2005 19:07:40,10.25,,,1
09/08/2005 20:07:40,10.25,,,1
09/08/2005 21:07:40,10.25,,,1
09/08/2005 22:07:40,10.25,,,1
09/08/2005 23:07:40,10.25,,,1
09/09/2005 00:07:40,10.25,,,1
09/09/2005 01:07:40,10.25,,,1
09/09/2005 02:07:40,10.25,,,1
09/09/2005 03:07:40,10.25,,,1
09/09/2005 04:07:40,10.25,,,1
09/09/2005 05:07:40,9.96,,,1
09/09/2005 06:07:40,9.96,,,1
09/09/2005 07:07:40,9.96,,,1
09/09/2005 08:07:40,9.96,,,1
09/09/2005 09:07:40,9.96,,,1
09/09/2005 10:07:40,9.96,,,1
09/09/2005 11:07:40,9.96,,,1
09/09/2005 12:07:40,9.96,,,1
09/09/2005 13:07:40,10.25,,,1
09/09/2005 14:07:40,10.25,,,1
09/09/2005 15:07:40,10.25,,,1
09/09/2005 16:07:40,10.25,,,1
09/09/2005 17:07:40,10.25,,,1
09/09/2005 18:07:40,9.96,,,1
09/09/2005 19:07:40,9.96,,,1
09/09/2005 20:07:40,9.96,,,1
09/09/2005 21:07:40,9.96,,,1
09/09/2005 22:07:40,9.68,,,1
09/09/2005 23:07:40,9.68,,,1
09/10/2005 00:07:40,9.68,,,1
09/10/2005 01:07:40,9.68,,,1
09/10/2005 02:07:40,9.39,,,1
09/10/2005 03:07:40,9.39,,,1
09/10/2005 04:07:40,9.39,,,1
09/10/2005 05:07:40,9.39,,,1
09/10/2005 06:07:40,9.39,,,1
09/10/2005 07:07:40,9.39,,,1
09/10/2005 08:07:40,9.39,,,1
09/10/2005 09:07:40,9.39,,,1
09/10/2005 10:07:40,9.39,,,1
09/10/2005 11:07:40,9.39,,,1
09/10/2005 12:07:40,9.39,,,1
09/10/2005 13:07:40,9.39,,,1
09/10/2005 14:07:40,9.39,,,1
09/10/2005 15:07:40,9.39,,,1
09/10/2005 16:07:40,9.39,,,1
09/10/2005 17:07:40,9.39,,,1
09/10/2005 18:07:40,9.39,,,1
09/10/2005 19:07:40,9.39,,,1
09/10/2005 20:07:40,9.1,,,1
09/10/2005 21:07:40,9.1,,,1
09/10/2005 22:07:40,9.1,,,1
09/10/2005 23:07:40,9.1,,,1
09/11/2005 00:07:40,8.81,,,1
09/11/2005 01:07:40,8.81,,,1
09/11/2005 02:07:40,8.81,,,1
09/11/2005 03:07:40,8.81,,,1
09/11/2005 04:07:40,8.81,,,1
09/11/2005 05:07:40,8.81,,,1
09/11/2005 06:07:40,8.52,,,1
09/11/2005 07:07:40,8.52,,,1
09/11/2005 08:07:40,8.52,,,1
09/11/2005 09:07:40,8.81,,,1
09/11/2005 10:07:40,8.81,,,1
09/11/2005 11:07:40,8.81,,,1
09/11/2005 12:07:40,8.81,,,1
09/11/2005 13:07:40,9.1,,,1
09/11/2005 14:07:40,8.81,,,1
09/11/2005 15:07:40,8.81,,,1
09/11/2005 16:07:40,8.81,,,1
09/11/2005 17:07:40,8.81,,,1
09/11/2005 18:07:40,8.81,,,1
09/11/2005 19:07:40,8.81,,,1
09/11/2005 20:07:40,8.81,,,1
09/11/2005 21:07:40,8.81,,,1
09/11/2005 22:07:40,8.81,,,1
09/11/2005 23:07:40,8.81,,,1
09/12/2005 00:07:40,8.81,,,1
09/12/2005 01:07:40,8.81,,,1
09/12/2005 02:07:40,8.81,,,1
09/12/2005 03:07:40,8.81,,,1
09/12/2005 04:07:40,8.81,,,1
09/12/2005 05:07:40,8.81,,,1
09/12/2005 06:07:40,8.52,,,1
09/12/2005 07:07:40,8.52,,,1
09/12/2005 08:07:40,8.52,,,1
09/12/2005 09:07:40,8.52,,,1
09/12/2005 10:07:40,8.81,,,1
09/12/2005 11:07:40,8.81,,,1
09/12/2005 12:07:40,9.1,,,1
09/12/2005 13:07:40,8.81,,,1
09/12/2005 14:07:40,8.81,,,1
09/12/2005 15:07:40,8.81,,,1
09/12/2005 16:07:40,8.81,,,1
09/12/2005 17:07:40,8.81,,,1
09/12/2005 18:07:40,8.81,,,1
09/12/2005 19:07:40,8.81,,,1
09/12/2005 20:07:40,8.81,,,1
09/12/2005 21:07:40,8.81,,,1
09/12/2005 22:07:40,8.81,,,1
09/12/2005 23:07:40,8.81,,,1
09/13/2005 00:07:40,8.81,,,1
09/13/2005 01:07:40,8.52,,,1
09/13/2005 02:07:40,8.52,,,1
09/13/2005 03:07:40,8.52,,,1
09/13/2005 04:07:40,8.52,,,1
09/13/2005 05:07:40,8.23,,,1
09/13/2005 06:07:40,8.23,,,1
09/13/2005 07:07:40,8.23,,,1
09/13/2005 08:07:40,8.23,,,1
09/13/2005 09:07:40,8.23,,,1
09/13/2005 10:07:40,8.52,,,1
09/13/2005 11:07:40,8.52,,,1
09/13/2005 12:07:40,8.81,,,1
09/13/2005 13:07:40,8.52,,,1
09/13/2005 14:07:40,8.52,,,1
09/13/2005 15:07:40,8.52,,,1
09/13/2005 16:07:40,8.52,,,1
09/13/2005 17:07:40,8.52,,,1
09/13/2005 18:07:40,8.52,,,1
09/13/2005 19:07:40,8.52,,,1
09/13/2005 20:07:40,8.52,,,1
09/13/2005 21:07:40,8.52,,,1
09/13/2005 22:07:40,8.52,,,1
09/13/2005 23:07:40,8.52,,,1
09/14/2005 00:07:40,8.52,,,1
09/14/2005 01:07:40,8.52,,,1
09/14/2005 02:07:40,8.52,,,1
09/14/2005 03:07:40,8.52,,,1
09/14/2005 04:07:40,8.23,,,1
09/14/2005 05:07:40,8.23,,,1
09/14/2005 06:07:40,8.23,,,1
09/14/2005 07:07:40,8.23,,,1
09/14/2005 08:07:40,8.23,,,1
09/14/2005 09:07:40,8.23,,,1
09/14/2005 10:07:40,8.52,,,1
09/14/2005 11:07:40,8.52,,,1
09/14/2005 12:07:40,8.52,,,1
09/14/2005 13:07:40,8.52,,,1
09/14/2005 14:07:40,8.52,,,1
09/14/2005 15:07:40,8.52,,,1
09/14/2005 16:07:40,8.52,,,1
09/14/2005 17:07:40,8.52,,,1
09/14/2005 18:07:40,8.52,,,1
09/14/2005 19:07:40,8.52,,,1
09/14/2005 20:07:40,8.52,,,1
09/14/2005 21:07:40,8.52,,,1
09/14/2005 22:07:40,8.52,,,1
09/14/2005 23:07:40,8.52,,,1
09/15/2005 00:07:40,8.52,,,1
09/15/2005 01:07:40,8.23,,,1
09/15/2005 02:07:40,8.23,,,1
09/15/2005 03:07:40,8.23,,,1
09/15/2005 04:07:40,8.23,,,1
09/15/2005 05:07:40,8.23,,,1
09/15/2005 06:07:40,7.94,,,1
09/15/2005 07:07:40,8.23,,,1
09/15/2005 08:07:40,7.94,,,1
09/15/2005 09:07:40,7.94,,,1
09/15/2005 10:07:40,8.23,,,1
09/15/2005 11:07:40,8.23,,,1
09/15/2005 12:07:40,8.23,,,1
09/15/2005 13:07:40,8.23,,,1
09/15/2005 14:07:40,8.23,,,1
09/15/2005 15:07:40,8.23,,,1
09/15/2005 16:07:40,8.23,,,1
09/15/2005 17:07:40,8.23,,,1
09/15/2005 18:07:40,8.23,,,1
09/15/2005 19:07:40,8.23,,,1
09/15/2005 20:07:40,8.23,,,1
09/15/2005 21:07:40,8.23,,,1
09/15/2005 22:07:40,8.23,,,1
09/15/2005 23:07:40,8.23,,,1
09/16/2005 00:07:40,8.23,,,1
09/16/2005 01:07:40,8.23,,,1
09/16/2005 02:07:40,8.23,,,1
09/16/2005 03:07:40,7.94,,,1
09/16/2005 04:07:40,7.94,,,1
09/16/2005 05:07:40,7.94,,,1
09/16/2005 06:07:40,7.94,,,1
09/16/2005 07:07:40,7.94,,,1
09/16/2005 08:07:40,7.94,,,1
09/16/2005 09:07:40,7.94,,,1
09/16/2005 10:07:40,7.94,,,1
09/16/2005 11:07:40,7.94,,,1
09/16/2005 12:07:40,7.94,,,1
09/16/2005 13:07:40,7.94,,,1
09/16/2005 14:07:40,7.94,,,1
09/16/2005 15:07:40,8.23,,,1
09/16/2005 16:07:40,8.23,,,1
09/16/2005 17:07:40,8.23,,,1
09/16/2005 18:07:40,8.23,,,1
09/16/2005 19:07:40,8.23,,,1
09/16/2005 20:07:40,7.94,,,1
09/16/2005 21:07:40,7.94,,,1
09/16/2005 22:07:40,7.94,,,1
09/16/2005 23:07:40,7.65,,,1
09/17/2005 00:07:40,7.65,,,1
09/17/2005 01:07:40,7.65,,,1
09/17/2005 02:07:40,7.65,,,1
09/17/2005 03:07:40,7.65,,,1
09/17/2005 04:07:40,7.65,,,1
09/17/2005 05:07:40,7.65,,,1
09/17/2005 06:07:40,7.36,,,1
09/17/2005 07:07:40,7.36,,,1
09/17/2005 08:07:40,7.36,,,1
09/17/2005 09:07:40,7.65,,,1
09/17/2005 10:07:40,7.65,,,1
09/17/2005 11:07:40,7.65,,,1
09/17/2005 12:07:40,7.65,,,1
09/17/2005 13:07:40,7.65,,,1
09/17/2005 14:07:40,7.65,,,1
09/17/2005 15:07:40,7.65,,,1
09/17/2005 16:07:40,7.65,,,1
09/17/2005 17:07:40,7.65,,,1
09/17/2005 18:07:40,7.65,,,1
09/17/2005 19:07:40,7.65,,,1
09/17/2005 20:07:40,7.65,,,1
09/17/2005 21:07:40,7.65,,,1
09/17/2005 22:07:40,7.65,,,1
09/17/2005 23:07:40,7.65,,,1
09/18/2005 00:07:40,7.65,,,1
09/18/2005 01:07:40,7.65,,,1
09/18/2005 02:07:40,7.65,,,1
09/18/2005 03:07:40,7.65,,,1
09/18/2005 04:07:40,7.65,,,1
09/18/2005 05:07:40,7.65,,,1
09/18/2005 06:07:40,7.65,,,1
09/18/2005 07:07:40,7.65,,,1
09/18/2005 08:07:40,7.36,,,1
09/18/2005 09:07:40,7.36,,,1
09/18/2005 10:07:40,7.65,,,1
09/18/2005 11:07:40,7.65,,,1
09/18/2005 12:07:40,7.65,,,1
09/18/2005 13:07:40,7.94,,,1
09/18/2005 14:07:40,7.94,,,1
09/18/2005 15:07:40,7.94,,,1
09/18/2005 16:07:40,7.94,,,1
09/18/2005 17:07:40,7.65,,,1
